Vineyard Name,Vineyard County,Vineyard Postcode,Vineyard Country,Website Address,Ha of planted vines,Latitude,Longitude,,,,,,,,,,,,
Spring Cottage Vineyard,West Midlands,WS4 1RT,England,Not Available,0.06,52.62189,-1.94617,,,,,,,,,,,,
Spring Hollow Vineyard & Winery,Carmarthenshire,SA44 5XS,Wales,www.springhollowvineyard.co.uk,1.4,52.00284,-4.41321,,,,,,,,,,,,
Springfields Vineyard,East Sussex,TN22 3XX,England,www.springfieldsvineyard.co.uk,3.25,51.00332,0.05757,,,,,,,,,,,,
Spuncombe Bottom Vineyard,Gloucestershire,GL11 6EG,England,www.spuncombebottomvineyard.com,0.4,51.65546,-2.3459,,,,,,,,,,,,
Squerryes Estate - Charmans Farm Vineyard,Kent,TN16 1QP,England,www.squerryes.co.uk,1.182,51.27628,0.08679,,,,,,,,,,,,
Squerryes Estate - Gaysham Farm Vineyard,Kent,TN16 2DT,England,www.squerryes.co.uk,19.463,51.28036,0.05068,,,,,,,,,,,,
St. Benets Vineyard,Norfolk,NR12 8NY,England,Not Available,0.012,52.71169,1.41947,,,,,,,,,,,,
St. Martin's Vineyard,Isles of Scilly,TR25 0QL,England,www.stmartinsvineyard.co.uk,0.95,49.961,-6.28333,,,,,,,,,,,,
St. Mary's Vineyard (Holy Vale),Isles of Scilly,TR21 0NT,England,www.star-castle.co.uk,1.82,49.92453,-6.29297,,,,,,,,,,,,
Standen Vineyard,West Sussex,RH19 4NE,England,Not Available,1,51.10328,-0.01631,,,,,,,,,,,,
Stanford Bridge Vineyard,Kent,TN27 0RU,England,Not Available,0.1,51.15179,0.74738,,,,,,,,,,,,
Stanlake Park Wine Estate,Berkshire,RG10 0BN,England,www.stanlakepark.com,4.26,51.46974,-0.84869,,,,,,,,,,,,
Staverton Vineyard,Suffolk,IP12 2RR,England,Not Available,0.53,52.11139,1.40089,,,,,,,,,,,,
Steeple Court Farm Vineyard,Hampshire,SO30 2EQ,England,www.steeplecourtmanor.co.uk,0.48,50.90848,-1.27131,,,,,,,,,,,,
Stone House Cottage Vineyard,Worcestershire,DY10 4BG,England,www.shcn.co.uk,0.09,52.37382,-2.20331,,,,,,,,,,,,
Stopham Vineyard,West Sussex,RH20 1EE,England,www.stophamvineyard.co.uk,5.6,50.96358,-0.54186,,,,,,,,,,,,
Storrington Priory Vineyard,West Sussex,RH20 4LN,England,www.dermotsugrue.com,1.0396,50.9164,-0.45934,,,,,,,,,,,,
Strawberry Hill Vineyard,Gloucestershire,GL18 1DQ,England,Not Available,1.8,51.95104,-2.40582,,,,,,,,,,,,
Sugarloaf Vineyard,Monmouthshire,NP7 7LA,Wales,www.sugarloafvineyard.co.uk,2,51.83915,-3.05739,,,,,,,,,,,,
Summerhouse Vineyard,South Yorkshire,DN6 8NB,England,Leased by Henry Wilson,0.572,53.61192,-1.21904,,,,,,,,,,,,
Sunnybank Vineyard and Vine Nursery,Herefordshire,HR2 0EE,England,www.sunnybankvines.co.uk,0.34,51.95449,-2.9212,,,,,,,,,,,,
Sunnyhill Vineyard,Oxfordshire,OX33 1JD,England,www.sunnyhillvineyard.co.uk,0.7069,51.73746,-1.16887,,,,,,,,,,,,
Surrenden Vineyard,Kent,TN27 0PS,England,Not Available,0.4,51.17657,0.76975,,,,,,,,,,,,
Sutton Grange Vineyard,North Yorkshire,HG4 3JZ,England,www.sutton-grange-wines.uk,0.06,54.16137,-1.56695,,,,,,,,,,,,
Sutton Ridge Vineyard,North Somerset,BS40 7UR,England,www.suttonridgevineyard.co.uk,0.8,51.34958,-2.70067,,,,,,,,,,,,
Swafield House Vineyard,Norfolk,NR28 0QT,England,Not Available,0.45,52.84462,1.38746,,,,,,,,,,,,
Swanaford Vineyard,Devon,EX6 7HG,England,www.swanaford.com,3.2,50.6838,-3.67064,,,,,,,,,,,,
Swanbrook Vineyard,Worcestershire,WR8 9EL,England,Not Available,0.114,52.12828,-2.16983,,,,,,,,,,,,
Syndale Farm Vineyard,Kent,ME13 0RJ,England,Not Available,6.326,51.31146,0.85149,,,,,,,,,,,,
Syntley Vineyard,Worcestershire,DY13 0RH,England,Not Available,0.1,52.31192,-2.30147,,,,,,,,,,,,
Tadpole Vineyard,Kent,CT4 5HR,England,Not Available,1.57,51.2325,1.13496,,,,,,,,,,,,
Tamar Valley Vines,Devon,PL17 8PB,England,facebook.com/pg/TamarValleyVines,0.192,50.54619,-4.3218,,,,,,,,,,,,
Tamar Valley Vineyard,Devon,PL20 7BW,England,www.tamarvalleyvineyard.co.uk,0.4641,50.46956,-4.21275,,,,,,,,,,,,
Tanhurst Estate Vineyard,Surrey,RH5 6LU,England,Not Available,1.8,51.17434,-0.38738,,,,,,,,,,,,
Teasles View Vineyard,West Sussex,RH14 9DN,England,Not Available,0.37,51.01297,-0.42094,,,,,,,,,,,,
Teffont Wines - Awbridge Vineyard,Hampshire,SO51 0HH,England,www.teffontwines.co.uk,1.45,51.0161,-1.54722,,,,,,,,,,,,
Teffont Wines - Dinton Vineyard,Wiltshire,SP3 5HN,England,www.teffontwines.co.uk,0.4,51.08374,-1.98397,,,,,,,,,,,,
Teffont Wines - Fonthill Vineyard,Wiltshire,SP3 6PX,England,www.teffontwines.co.uk,0.4,51.08037,-2.10079,,,,,,,,,,,,
Templars Oak Vineyard,Scottish Borders,TD6 0HH,Scotland,facebook.com/TemplarsOakVineyard,1,55.55783,-2.65913,,,,,,,,,,,,
Temple Ewell Vineyard,Kent,CT16 3DR,England,Not Available,0.4,51.15186,1.26678,,,,,,,,,,,,
Ten Acres Vineyard,Devon,EX19 8EY,England,www.tenacresvineyardcamping.co.uk,0.9,50.86246,-3.95453,,,,,,,,,,,,
Terlingham Vineyard,Kent,CT18 7AE,England,www.terlinghamvineyard.co.uk,1.34,51.10672,1.15767,,,,,,,,,,,,
Thelnetham Vineyard (Suffolk Wine Co),Norfolk,IP22 1JL,England,www.thelnethamvineyard.com,0.8,52.35847,0.95361,,,,,,,,,,,,
Thornbury Castle Vineyard,South Gloucestershire,BS35 1HH,England,www.thornburycastle.co.uk,0.2,51.61412,-2.5302,,,,,,,,,,,,
Thorncroft Vineyard,Surrey,KT22 8JD,England,www.yumchadrinks.com,0.4,51.28859,-0.33276,,,,,,,,,,,,
Thorrington Mill Vineyard,Essex,CO7 8JJ,England,www.thorringtonmillvineyard.co.uk ,4.8563,51.83562,1.02544,,,,,,,,,,,,
Three Choirs Vineyard,Gloucestershire,GL18 1LS,England,www.three-choirs-vineyards.co.uk,28.7,51.9591,-2.41723,,,,,,,,,,,,
Throwley Vineyard,Kent,ME13 0PF,England,Not Available,1.38,51.2654,0.85397,,,,,,,,,,,,
Thursford Old Hall,Norfolk,NR21 0BW,England,Not Available,0.11,52.86496,0.9481,,,,,,,,,,,,
Thurston Place Vineyard,Suffolk,IP31 3QZ,England,Not Available,0.63,52.24693,0.81621,,,,,,,,,,,,
Tillingham Vineyard,East Sussex,TN31 6XD,England,www.tillingham.com,10.2,50.95879,0.67725,,,,,,,,,,,,
Tilsmore Wines (Quarry Wood Vineyard),East Sussex,TN20 6RQ,England,Not Available,1.8,50.99771,0.25597,,,,,,,,,,,,
Tinwood Estate,West Sussex,PO18 0NE,England,www.tinwoodestate.com,44.624,50.86511,-0.70392,,,,,,,,,,,,
Tiny Welly Boot Vineyard,Somerset,BA2 0HJ,England,www.willowfarmgourmet.co.uk,0.6,51.33457,-2.50984,,,,,,,,,,,,
Tiptree Vineyard,Essex,CO5 0SD,England,Not Available,1,51.79548,0.75542,,,,,,,,,,,,
Titchen Farm Vineyard,Cornwall,EX23 0BN,England,Not Available,1.72,50.72922,-4.56338,,,,,,,,,,,,
Titchfield Vineyard,Hampshire,PO14 4NZ,England,www.titchfieldvineyard.co.uk,1.1,50.84644,-1.25097,,,,,,,,,,,,
Tonford Manor Vineyard,Kent,CT2 9BH,England,Not Available,0.26,51.27338,1.04059,,,,,,,,,,,,
Toppesfield Vineyard,Essex,CO9 4LX,England,www.toppesfieldvineyard.co.uk,1.1,52.00049,0.50945,,,,,,,,,,,,
Torview Wines,Devon,EX21 5PB,England,www.torview.co.uk,2.13,50.85083,-4.15198,,,,,,,,,,,,
Trapping Hill Vineyard,North Yorkshire,HG3 5RZ,England,www.thesummerhouseyears.com,0.25,54.157,-1.84643,,,,,,,,,,,,
Tregoninny Vineyard,Cornwall,TR2 4AR,England,www.healeyscyder.co.uk,3.456,50.27886,-5.01329,,,,,,,,,,,,
Trendle Farm Vineyard,Somerset,BA10 0BA,England,Not Available,0.11,51.10986,-2.4597,,,,,,,,,,,,
Trentham River Winery,Staffordshire,ST4 8AX,England,www.trentham.co.uk,1.4,52.96242,-2.19774,,,,,,,,,,,,
Trevibban Mill Vineyard,Cornwall,PL27 7SE,England,www.trevibbanmill.com,3,50.49273,-4.93937,,,,,,,,,,,,
Trewince Estates Vineyard,Essex,CM3 6HF,England,Not Available,4,51.65597,0.74394,,,,,,,,,,,,
Trotton Estate Vineyards,West Sussex,GU31 5DB,England,www.trottonestatevineyards.com,2,51.00807,-0.81563,,,,,,,,,,,,
Tuffon Hall Vineyard,Essex,CO9 3LL,England,www.tuffonhall.co.uk,3,51.98667,0.56776,,,,,,,,,,,,
Tullens Vineyard,West Sussex,RH20 1DA,England,www.tullens.co.uk,7.5,50.97801,-0.50426,,,,,,,,,,,,
Twelve Vines Vineyard,Norfolk,NR12 9JT,England,Not Available,0.5,52.78933,1.48617,,,,,,,,,,,,
Ty Croes Vineyard,Isle of Anglesey,LL61 6RP,Wales,www.tycroesvineyard.co.uk,1.6194,53.16653,-4.3347,,,,,,,,,,,,
Tyringham Hall Vineyard,Buckinghamshire,MK16 9ES,England,Not Available,0.651,52.11851,-0.75101,,,,,,,,,,,,
Tytherley Vineyard,Wiltshire,SP5 1NL,England,Not Available,0.66,51.07796,-1.61706,,,,,,,,,,,,
Ulley Farm Vineyard,Kent,TN25 4EJ,England,facebook.com/ulleyvineyard,0.8,51.17451,0.89297,,,,,,,,,,,,
Underscar Manor Vineyard,Cumbria,CA12 4PH,England,www.underscarmanor.com,0.72,54.62088,-3.13164,,,,,,,,,,,,
Upper Bigsweir Vineyard,Herefordshire,NP25 4LX,England,facebook.com/Upper-Bigsweir-Vineyard,0.5,51.78012,-2.66912,,,,,,,,,,,,
"Vale Vineyard, The (Dyffryn Vineyard)",Denbighshire,LL16 4HY,Wales,facebook.com/valevineyard,2,53.20356,-3.35224,,,,,,,,,,,,
Valley Farm Vineyards,Suffolk,IP19 0JJ,England,www.valleyfarmvineyards.co.uk,3.2,52.36509,1.45604,,,,,,,,,,,,
Vamilton Valley Vineyard,Dorset,DT2 9JP,England,www.vamiltonvalley.co.uk,0.26,50.69891,-2.50131,,,,,,,,,,,,
Velfrey Vineyard,Pembrokeshire,SA34 0RA,Wales,www.velfrey.com,0.96,51.80752,-4.64492,,,,,,,,,,,,
Venn Valley Vineyard,Devon,EX32 0NN,England,Not Available,2.6305,51.05438,-3.98229,,,,,,,,,,,,
Vernon Lodge Vineyard,Northamptonshire,NN12 8AB,England,Not Available,0.09,52.15745,-0.97959,,,,,,,,,,,,
Vigornia Wine - Walcot Vineyard,Worcestershire,WR10 2AL,England,www.vigornia.co.uk,0.7,52.13237,-2.08808,,,,,,,,,,,,
Viking Irish Drinks (Dennison's Vyd),County Waterford,Ireland,Ireland,facebook.com/viking.irish.drinks,1,54.756318,-6.223063,,,,,,,,,,,,
Villa Elena Vineyard,West Sussex,RH13 6QW,England,Not Available,0.88,51.0221,-0.32369,,,,,,,,,,,,
Vitters Oak,Kent,TN26 3DW,England,Not Available,0.4,51.13208,0.78557,,,,,,,,,,,,
Vyrnwy Vineyard,Powys,SY10 0HX,Wales,Not Available,1.2,52.79365,-3.38396,,,,,,,,,,,,
Wain House Vineyard,Gloucestershire,GL18 1RW,England,Not Available,0.36,51.94756,-2.44655,,,,,,,,,,,,
Wake Court Vineyard (Sherborne Castle),Dorset,DT9 5NG,England,www.sherbornecastle.com,2.5,50.91221,-2.42756,,,,,,,,,,,,
Walford House Vineyard,Shropshire,SY5 7ED,England,Not Available,0.2,52.62873,-2.77663,,,,,,,,,,,,
"Walgate, M.E. & Son",East Yorkshire,YO25 9LA,England,Not Available,0.2203,53.98639,-0.53982,,,,,,,,,,,,
"Wall Vineyard, The",Cornwall,PL17 8BJ,England,Not Available,0.3,50.50203,-4.24536,,,,,,,,,,,,
Walnut Cottage Vineyard,Buckinghamshire,HP8 4NT,England,Not Available,Not known,51.6379,-0.58572,,,,,,,,,,,,
Walnut Lodge Vineyard,Devon,EX37 9DB,England,Not Available,0.118,50.98484,-3.98224,,,,,,,,,,,,
Walsingham Estate Vineyard,Norfolk,NR22 6BP,England,www.walsinghamestate.co.uk,3.64,52.89421,0.87453,,,,,,,,,,,,
Walton Brook Vineyard,Leicestershire,LE12 5TQ,England,www.waltonbrook.com,1.92,52.78981,-1.10761,,,,,,,,,,,,
Warden Abbey Vineyard,Bedfordshire,SG18 9LS,England,www.wardenvineyard.org.uk,1.6194,52.08311,-0.36763,,,,,,,,,,,,
Warehorne Vineyard,Kent,TN26 2JT,England,www.warehornevineyard.co.uk,4.3,51.06412,0.84625,,,,,,,,,,,,
Warley Vineyard,Essex,CM13 3DR,England,Not Available,0.3,51.59255,0.29881,,,,,,,,,,,,
Warnham Vale Vineyard,West Sussex,RH12 3SQ,England,Not Available,0.8,51.10112,-0.36284,,,,,,,,,,,,
Watchcombe Vineyard,Devon,EX13 7QN,England,Not Available,0.8,50.76909,-3.09176,,,,,,,,,,,,
Watergrass Vineyard,Cork,Ireland,Ireland,Not Available,Not known,52.012612,-8.349064,,,,,,,,,,,,
Watermans Farm Vineyard,East Sussex,TN32 5TL,England,Not Available,2.04,50.98687,0.55471,,,,,,,,,,,,
Wayfarer Wines LLP,Kent,TN26 3TA,England,www.wayfarerwines.com,2.1368,51.07443,0.73952,,,,,,,,,,,,
Wayfarer Wines LLP,Kent,ME17 1RB,England,www.wayfarerwines.com,0.56,51.28036,0.62202,,,,,,,,,,,,
Wayford Vineyard,Somerset,TA18 8QN,England,www.wayfordvineyard.com,1.7,50.86052,-2.83894,,,,,,,,,,,,
Webb's Land Vineyard,Hampshire,PO17 5NS,England,www.webbsland.com,3.21,50.8949,-1.20277,,,,,,,,,,,,
Welcombe Hills Vineyard,Warwickshire,CV37 0QB,England,www.welcombehills.co.uk,0.71,52.2296,-1.69305,,,,,,,,,,,,
Welford Hill Farm Vineyard,Warwickshire,CV37 8AE,England,Not Available,1.4,52.15293,-1.78336,,,,,,,,,,,,
Welland Valley Vineyard,Northamptonshire,LE16 9SL,England,www.welland-valley-vineyard.com,0.5,52.46028,-0.95229,,,,,,,,,,,,
Wellhayes Vineyard,Devon,EX16 7NY,England,www.wellhayesvineyard.co.uk,1,51.00002,-3.39363,,,,,,,,,,,,
West Hendall Farm Vineyard,East Sussex,TN22 4BU,England,Not Available,0.14,51.0122,0.10074,,,,,,,,,,,,
West Park Vineyard,Hampshire,RG25 2DS,England,Not Available,5.5,51.17605,-1.13074,,,,,,,,,,,,n
West Street Vineyard,Essex,CO6 1NS,England,www.weststreetvineyard.co.uk,1.048,51.87066,0.68137,,,,,,,,,,,,
Westfield Gritts Vineyard (Farthings Vyd),East Yorkshire,YO25 9LY,England,facebook.com/Westfield-Gritts-Vineyards,1.82,54.03449,-0.63564,,,,,,,,,,,,
Westmeston Wine Estate,East Sussex,BN6 8XL,England,www.verjuice.com,4.7,50.9365,-0.09539,,,,,,,,,,,,
Westow Vineyard,East Yorkshire,YO25 4SP,England,www.westowvineyard.co.uk,0.6,54.0622,-0.37671,,,,,,,,,,,,
Westwell Wine Estates,Kent,TN25 0BW,England,www.westwellwines.co.uk,13.0389,51.202981,0.811511,,,,,,,,,,,,
Weyborne Estate,West Sussex,GU27 3DR,England,www.weyborne.com,8.3,51.04947,-0.69249,,,,,,,,,,,,
"Wharie Experience, The",Hampshire,SO41 6DP,England,Not Available,Not known,50.77171,-1.59488,,,,,,,,,,,,
Whatley Vineyard,Somerset,Not known,England,Not Available,0.1,51.226729,-2.378491,,,,,,,,,,,,
Whatlington Vineyard,East Sussex,Not known,England,Not Available,0.1,50.938957,0.50857,,,,,,,,,,,,
Whirlow Hall Farm Vineyard,South Yorkshire,S11 9QF,England,www.whirlowhallfarm.org,1,53.34425,-1.5286,,,,,,,,,,,,
White Acre Vineyard,Kent,TN17 2RJ,England,Not Available,0.1,51.09033,0.42806,,,,,,,,,,,,
White Castle Vineyard,Monmouthshire,NP7 8RA,Wales,www.whitecastlevineyard.com,2.5,51.85596,-2.90119,,,,,,,,,,,,
Whitehall Vineyards,Wiltshire,SN15 2JY,England,www.whitehallvineyard.co.uk,7.358,51.42048,-2.12413,,,,,,,,,,,,
Whitewolfe Estates,Kent,ME20 7DF,England,www.whitewolfe-estates.co.uk,8.83,51.31037,0.49924,,,,,,,,,,,,
Whitworth Hall Vineyard,County Durham,DL16 7QX,England,www.whitworthhall.co.uk,0.9999,54.70703,-1.63692,,,,,,,,,,,,
Wildwood Vineyard,East Sussex,TN3 9EQ,England,www.wildwoodvineyard.co.uk,0.4,51.08881,0.26896,,,,,,,,,,,,
Willow Grange Vineyard & Winery,Suffolk,IP6 9SY,England,Not Available,0.4,52.16546,1.13718,,,,,,,,,,,,
Wimbushes Vineyard,Hertfordshire,AL2 3NW,England,Not Available,0.14,51.73359,-0.37274,,,,,,,,,,,,
Winbirri Vineyard,Norfolk,NR14 7DE,England,www.winbirri.com,12.99,52.60651,1.40501,,,,,,,,,,,,
Winbirri Vineyard (2020),Norfolk,Not known,England,www.winbirri.com,5.2,52.605788,1.402624,,,,,,,,,,,,
Winding Wood Vineyard,Berkshire,RG17 9RJ,England,www.windingwoodvineyard.co.uk,0.5,51.43428,-1.44173,,,,,,,,,,,,
Windmill Hill Vineyard,North Somerset,BS25 5SE,England,Not Available,0.09,51.33452,-2.79916,,,,,,,,,,,,
"Wine Shed, The",Cambridgeshire,CB23 7ED,England,Not Available,0.025,52.18012,0.02292,,,,,,,,,,,,
Winklestone Vineyard,East Sussex,TN22 3BU,England,www.winklestone.co.uk,0.55,51.02177,0.09705,,,,,,,,,,,,
Winner Hill Vineyard,Gloucestershire,GL12 7QT,England,winnerhillvineyard.co.uk,0.4,51.61706,-2.33437,,,,,,,,,,,,
Winterfold Vineyard (Shere),Surrey,GU5 9JJ,England,Not Available,0.8097,51.18773,-0.47096,,,,,,,,,,,,
Wiston Estate - Broadwoods Vineyard,West Sussex,BN14 0RH,England,www.wistonestate.com,2.57,50.87624,-0.40898,,,,,,,,,,,,
Wiston Estate - Findon Park Vineyard,West Sussex,BN14 0RL,England,www.wistonestate.com,6.546,50.87968,-0.39948,,,,,,,,,,,,
Wiston Estate - North Farm Vineyard,West Sussex,RH20 4BB,England,www.wistonestate.com,1.0448,50.88668,-0.40933,,,,,,,,,,,,
Wodetone Vineyard,Dorset,DT6 6DF,England,twitter.com/wodetonev,10.92,50.76251,-2.91845,,,,,,,,,,,,
Wolf Oak Vineyard,Berkshire,RG10 9YJ,England,Not Available,2.89,51.51749,-0.81742,,,,,,,,,,,,
Womack's Vineyard,Nottinghamshire,NG19 8LW,England,Not Available,0.53,53.19779,-1.17814,,,,,,,,,,,,
Wooda Farm Vineyard,Devon,EX21 5HW,England,Not Available,0.41,50.8367,-4.18686,,,,,,,,,,,,
Woodberry Vineyard,Hampshire,PO9 6BY,England,Not Available,0.39,50.89655,-0.96006,,,,,,,,,,,,
Woodchester Valley Vineyard,Gloucestershire,GL5 5HR,England,www.woodchestervalleyvineyard.co.uk,14.23,51.71145,-2.23497,,,,,,,,,,,,
Woodchester Valley Vineyard (Amberley),Gloucestershire,GL5 5BA,England,www.woodchestervalleyvineyard.co.uk,2,51.71017,-2.22606,,,,,,,,,,,,
Woodchester Valley Vineyard (Doverow),Gloucestershire,GL10 2JZ,England,www.woodchestervalleyvineyard.co.uk,6.68,51.74249,-2.27459,,,,,,,,,,,,
Woodchurch Wine Estate,Kent,TN26 3RE,England,www.woodchurchwine.co.uk,3.3,51.08253,0.75719,,,,,,,,,,,,
Woodford Vineyard,Somerset,TA4 4HR,England,Not Available,0.1,51.13787,-3.33912,,,,,,,,,,,,
Woodmancote Vineyard,West Sussex,BN5 9RT,England,Not Available,2.38,50.92236,-0.25515,,,,,,,,,,,,
Woodreed Vineyard,East Sussex,TN20 6LJ,England,Not Available,1,51.01004,0.21675,,,,,,,,,,,,
Woodside Park Vineyard,Berkshire,Not known,England,Not Available,0.1,51.429891,-0.666262,,,,,,,,,,,,
Woolton Vineyard,Kent,CT4 5EA,England,www.wooltonfarm.co.uk,1,51.26851,1.13966,,,,,,,,,,,,
Wootton Vineyard,Somerset,BA4 4AG,England,Not Available,0.1,51.17759,-2.61583,,,,,,,,,,,,
Wraxall Vineyard,Somerset,BA4 6RQ,England,www.wraxallvineyard.co.uk,2.28,51.12554,-2.56694,,,,,,,,,,,,
Wroxeter Roman Vineyard,Shropshire,SY5 6PQ,England,www.wroxetervineyard.co.uk,2.685,52.6678,-2.64345,,,,,,,,,,,,
WSB Reg. No. 6361 Silverton Vineyard,Devon,EX5 4DQ,England,Not Available,1.2,50.81852,-3.45822,,,,,,,,,,,,
WSB Reg. No. 7173 Dryhill Vineyard,Gloucestershire,GL53 9QR,England,www.dryhillwine.co.uk,0.809,51.85466,-2.09969,,,,,,,,,,,,
WSB Reg. No. 7535 River Bride Vineyard,Dorset,DT6 4ND,England,Not Available,0.315,50.70681,-2.70012,,,,,,,,,,,,
WSB Reg. No. 9080 Yew Tree Vineyard,Oxfordshire,OX11 0NP,England,Not Available,2.2,51.59118,-1.25601,,,,,,,,,,,,
WSB Reg. No: 8012 Churchlands Farm Vineyard,Kent,TN30 7JT,England,Not Available,20,51.01312,0.7653,,,,,,,,,,,,
Wyches Vineyard,Hampshire,SO32 2UQ,England,www.wychesvineyard.co.uk,1.4544,50.95315,-1.17268,,,,,,,,,,,,
Wyfold Vineyard,Oxfordshire,RG4 9HU,England,www.wyfoldvineyard.com,2.23,51.52987,-1.00935,,,,,,,,,,,,
Wyken Vineyard,Suffolk,IP31 2DW,England,www.wykenvineyards.co.uk,2.76,52.30872,0.87879,,,,,,,,,,,,
Wylye Valley Vineyard,Wiltshire,BA12 8BQ,England,Not Available,3.6,51.18837,-2.19122,,,,,,,,,,,,
Wythall Estate Vineyard,Herefordshire,HR9 5SD,England,www.wythallestate.co.uk,1.4,51.88294,-2.58903,,,,,,,,,,,,
Yarkhill Vineyard,Herefordshire,HR1 4JU,England,Not Available,2.02,52.04196,-2.65363,,,,,,,,,,,,
Yearlstone Vineyard,Devon,EX16 8RL,England,www.yearlstone.co.uk,3,50.86217,-3.50906,,,,,,,,,,,,
Yeomans Vineyard,Kent,TN23 3AT,England,Not Available,0.13,51.14285,0.83099,,,,,,,,,,,,
Yorkshire Heart Vineyard,North Yorkshire,YO26 8EL,England,www.yorkshireheart.com,5.2,54.01635,-1.23214,,,,,,,,,,,,
Yotes Court Vineyard,Kent,ME18 5JT,England,www.yotescourt.co.uk,30.265,51.25119,0.35536,,,,,,,,,,,,
